customer_id,first_name,last_name,email,phone_number,address,city,state,zip_code,country,customer_since,date_of_birth,loyalty_status
64903d65-f63d-4295-87f5-0a35b7a745e2,Curtis,Mcguire,gabriel37@example.com,769.745.9196x639,"PSC 1720, Box 8496, APO AA 79653",Raymondville,Idaho,42795,Japan,2022-09-18,1969-07-21,None
5f25210e-a82e-4d61-b716-4f3112988e9c,Nathan,Chan,smithhaley@example.net,337-695-3816x49383,"665 Gonzalez Causeway, Jimenezview, MT 16132",South Georgemouth,Pennsylvania,50682,Dominica,2020-07-26,1965-05-03,Platinum
9364ecb5-db29-420a-8886-b7c6a4c755b0,Vanessa,Buck,david60@example.net,705.901.7164x45561,"7715 Anthony Causeway Apt. 215, Perezland, ID 95411",Lisaside,Alabama,90710,Trinidad and Tobago,2015-04-30,2000-01-14,Platinum
f27815f6-0c49-433a-9c5d-9fe90b070a68,Kevin,Baker,knelson@example.org,001-371-525-2967,"5731 Miranda Station Apt. 583, Lake Christian, NM 08400",North Ellen,New Jersey,50971,Comoros,2019-09-06,1968-07-20,Gold
8713b81f-c2f8-4229-972c-8583d06200e3,Willie,Edwards,jeanette28@example.org,(535)367-9836,"491 Steven Coves, East Allenmouth, HI 35465",South Dorothymouth,Minnesota,35310,British Indian Ocean Territory (Chagos Archipelago),2024-01-28,1953-09-05,Platinum
659d12db-268f-490a-b649-f5856e750e7a,Wayne,Romero,alexandermitchell@example.org,+1-866-334-3629x4897,"31009 Allen Place, West Jeremyfurt, MO 51997",East Jessicaview,New York,27463,Chile,2022-08-30,1968-12-19,Gold
49b8f7ba-98a7-4ea2-b4b2-ce1449b9e124,Jessica,Davis,sstevenson@example.org,(951)822-5720,"1209 Montes Prairie, South Morganfort, DE 06422",New Erinport,Iowa,69349,Macao,2016-06-23,1957-04-22,Platinum
cdcbe818-4dfa-4a17-9999-1b39180a7e01,Jill,Chavez,veronica47@example.com,(270)454-5897x148,"Unit 3257 Box 0396, DPO AA 27542",East Samanthafurt,South Dakota,14647,Falkland Islands (Malvinas),2023-07-30,1988-03-04,None
fcc1c48c-7303-40ca-a992-6bade6335f58,Susan,Rose,renee55@example.com,001-364-843-0985,"1072 Becker Pike Suite 982, Tommyland, AS 39131",South Blakeport,Pennsylvania,16679,Austria,2019-09-09,1949-02-05,Gold
002a0e3d-d588-4c8f-a906-5c795a2d6aee,Brendan,Taylor,kristen88@example.org,242-936-9143,"USNS Cain, FPO AP 51126",Rossville,Kentucky,40087,Nepal,2017-11-29,1981-07-05,Platinum
cdebdd3c-528e-4ae8-a03d-1b30adcde95f,Belinda,Vega,johnbutler@example.org,941-749-7826x6128,"5676 Murray Points Apt. 612, Kristinshire, NY 49405",New Amy,Oregon,38950,Austria,2022-05-11,1971-07-31,None
767a92b7-0186-4029-ab8a-501567273710,Lindsey,Golden,fcombs@example.org,215-591-4975x019,"32440 Hanson Flats Apt. 102, New Collinborough, CT 62595",Port Williamfurt,Arkansas,16467,French Southern Territories,2018-11-06,2005-10-19,Platinum
d904b887-d77b-43b3-bc24-3b45d1fd4711,Amy,Underwood,nvillarreal@example.org,(320)922-3288x37744,"6176 Hernandez Haven Suite 196, New Kevinmouth, AZ 46995",South Nicole,New Jersey,36795,Algeria,2024-08-15,1969-07-21,Silver
35f5afea-80d2-457b-9c6b-f2c8db184d46,Michael,Mccarthy,lpalmer@example.net,(359)957-2446,"298 Anderson Islands Suite 996, North Anthonyburgh, IN 13154",South Sarahfort,Massachusetts,30848,Sierra Leone,2022-11-21,1991-04-19,Silver
e1792fcd-e658-4b6a-9afd-943c3c92f1ab,Gordon,Stafford,dnielsen@example.net,810-417-5902x517,"Unit 9833 Box 4774, DPO AE 26871",South Lisa,Illinois,11775,Myanmar,2015-01-17,2004-06-22,None
cf5cbd7f-0882-4d14-b41b-2c0918a0f6c0,Donald,Smith,ecarroll@example.com,(787)433-9785,"6191 Kimberly Hills Apt. 173, New Ambertown, IN 38498",Peterstad,California,21192,France,2015-07-21,1982-03-05,Silver
9c7ab4e3-ee8b-49a3-848b-e725da6b0060,Vincent,Ross,gardnerpatricia@example.net,740.205.6435x0238,"905 Stephanie Rapid, New Timothyberg, KY 95309",North Austinhaven,Iowa,85741,Guernsey,2019-02-13,1966-05-27,Silver
3a4e2920-f8b1-4902-a05f-039cd98eb024,Andrew,Brown,amandadalton@example.net,+1-308-770-6626x68217,"0331 Jeremy Summit Apt. 030, North Davidburgh, LA 06231",Michaelbury,Maine,17503,New Caledonia,2018-10-13,1986-12-11,Gold
400d083a-138d-4006-93a9-6a92a8164d18,Shawna,Harris,priscilla37@example.net,858-943-8458x8105,"83483 Nathan Via, North Tiffany, UT 58209",Bentontown,New York,04925,Faroe Islands,2017-08-01,1971-02-01,Platinum
0f49d01a-15a1-4a52-b710-900bd3c1fe3f,Joshua,Lynch,ysmith@example.com,703.236.2680x408,"PSC 5493, Box 0596, APO AA 96082",Port Danielfurt,Washington,89363,France,2023-05-23,2003-03-17,Gold
b81ed083-9296-44b5-ac80-73b776a81a27,Ashley,Stone,susanmcdonald@example.org,(804)241-3845,"4901 Carroll Islands Suite 277, South Alanton, MI 63442",South Brian,Colorado,36735,Ukraine,2020-11-27,1967-01-07,Platinum
420cbe74-2e07-411f-b0c0-a4f610652764,Katie,Hill,omartinez@example.org,(790)231-0287,"44058 Caroline Keys, North Williamville, NY 10652",East Mark,Mississippi,89763,Israel,2015-07-08,1973-07-16,Silver
53982922-0652-42a2-a4a0-db6e4878383a,Catherine,Ward,xmerritt@example.com,790-725-0429x0193,"USCGC Rivas, FPO AE 86623",South Kathryn,Tennessee,10782,Zimbabwe,2015-07-30,2003-01-24,Gold
ff70abaa-80e5-4b3d-90be-35ee397e241d,Autumn,Kelley,hryan@example.net,6975887543,"75137 Cox Knoll Apt. 579, South Kristie, IN 75125",New John,Nebraska,88857,Myanmar,2021-06-18,1983-12-04,Platinum
50581a4a-5771-4fff-8971-4ec3cbbd3732,David,Ortiz,barbarachen@example.org,(370)421-6487,"21288 Strong Knoll Apt. 683, Davidmouth, OR 80292",Lake Brandonstad,New Hampshire,54093,Norfolk Island,2019-04-20,1997-03-22,Platinum
b33aa6b9-7a23-4f3c-81f6-028b4a0efbe5,Dennis,White,hernandezalan@example.net,(976)757-2894x134,"5652 Bobby Street Apt. 684, Coryport, GA 16039",Joshuamouth,Iowa,22694,France,2024-03-12,1963-11-07,Gold
ecad122d-1b2a-44e4-80e3-54e79b2df807,Jesse,Ramirez,clarkmary@example.org,7905883070,"782 Phillips Creek Apt. 767, Christopherberg, KY 96397",West Lindabury,Washington,10246,Greece,2016-05-15,1968-04-02,None
8349c078-bc4b-4732-a170-920c7416386b,Emily,Jones,patricia06@example.org,001-585-638-0032x963,"74231 Aaron Cliff Suite 893, North Robert, KS 80897",Welchbury,South Dakota,46206,Liberia,2020-02-09,2004-02-26,Platinum
3b5d5c9c-d737-44d5-8cd3-6406e0bd6044,Nancy,Contreras,zrobles@example.net,(887)341-3146x753,"156 Kim Orchard Suite 963, West Josephborough, FM 54110",New Kelseyview,Utah,42131,Isle of Man,2018-09-19,1974-06-09,Silver
0dfc73c1-e990-4f49-82bd-31c4660fdc40,Joseph,Chandler,daisy04@example.com,(239)828-3199x52980,"8108 Michael Flat Apt. 863, Lauriestad, MA 54685",New Jessica,Alabama,05229,Tanzania,2015-01-02,2003-05-06,Platinum
ca957c2e-65df-49cb-8062-42771a3ecc71,Todd,Moore,andrew30@example.com,001-416-362-4111x8600,"94568 Kevin Mount Apt. 149, Bennettchester, CO 29632",Hoffmanfort,Maine,92628,Martinique,2019-11-14,1970-12-25,Silver
64c5ee2d-ba41-448a-bf3d-adbdfe3f5662,Stephanie,Farmer,chavezbecky@example.org,(437)557-9145x2118,"312 Jensen Mountains Apt. 074, Collinsmouth, MP 20242",West Hannahchester,Alabama,35647,Portugal,2016-11-23,1981-06-04,Gold
5021d3fc-7ff3-4818-8bab-b4147d1d3494,Susan,Young,gfletcher@example.net,001-911-361-6202x8123,"2872 Ross Hill Apt. 644, Christinastad, OK 85726",East Kelly,Utah,27300,Spain,2020-12-10,1990-03-30,Platinum
78dc340b-4051-491c-9ac1-ad6984f612df,Steven,Mayer,frankespinoza@example.com,5565227104,"1097 Carl Roads Apt. 503, Justinchester, OR 96094",Michaelfurt,Kentucky,74047,Mauritius,2021-03-21,1960-07-21,Silver
bb0c686a-1a5c-4752-a705-1d9697b732b3,Javier,White,martinezalexa@example.net,001-365-499-9497x32033,"51028 Coleman Mountains Suite 481, New Phillip, WI 51033",Kellyhaven,Massachusetts,70059,Belgium,2023-08-21,1997-08-25,Silver
a23ebe36-f20b-40c9-aa86-9922f4927b35,Martha,Dawson,fcastro@example.net,518-865-2057x563,"75830 Murphy Land, Wesleytown, PA 36287",Lake Joshuafort,Montana,06257,Qatar,2021-11-05,1964-09-15,Gold
d2c57940-927a-42df-b89c-ad3f0ea66dbf,Anthony,Robbins,oosborn@example.com,827.381.0509x2221,"1843 Marvin Spring, Rachaelburgh, MH 77420",Zacharyfurt,Nebraska,88020,Paraguay,2015-06-02,1959-12-30,Platinum
ba9cee3d-25c3-4945-8063-fce4c2e41a50,Joseph,Thompson,hilljames@example.net,(320)344-8515x79197,"PSC 2125, Box 9020, APO AE 84117",Stevenbury,Maryland,89746,Norway,2024-03-25,1998-12-13,Platinum
21fae8a0-bcf4-4ed1-817e-3dc0bf5628b9,Lance,Gray,gregory29@example.com,(733)743-2447x41759,"209 Moore Port Apt. 654, West Holly, NY 72801",Christopherborough,Kentucky,29108,Lao People's Democratic Republic,2017-05-30,2002-04-10,Gold
2fb9950b-a190-4a44-a888-7521845c10ea,Thomas,Mcdonald,nathan69@example.org,915-402-6755x12542,"799 Simon Mountains Apt. 459, Timothyfurt, ME 05760",Port Sarah,North Carolina,14637,Italy,2019-01-23,1964-06-05,Platinum
074f6459-97d3-450e-a697-8f7793d640cc,Frank,Jackson,olivia83@example.net,001-422-550-1425x76270,"1233 Davis Gardens Apt. 850, Mooreville, NJ 72568",Halefort,Texas,49822,Switzerland,2019-06-10,1962-11-19,Gold
20e58866-6338-4b42-9887-fa69eabd37da,Lucas,Mcconnell,smejia@example.net,001-569-768-1579x0392,"961 Devin Field, East Kevinland, MA 50841",South Edward,Maryland,51201,Peru,2023-01-07,1950-10-28,Platinum
2df4e387-6bf6-42f7-b47b-ffbaf5611747,Frank,Fleming,marshallchristopher@example.net,001-816-802-5298x6707,"4197 Norman Station Suite 851, South Amanda, MS 88937",East Adamshire,Kentucky,26402,Malaysia,2022-12-07,1991-01-03,None
76fab828-0c6d-4a71-af54-d2b9747a2ecd,Juan,Martinez,dstevens@example.net,+1-954-765-4084x24560,"150 Wright Corner, East Jessicafort, NE 36505",Teresabury,Washington,69124,Montenegro,2019-05-22,1953-03-30,Platinum
9bfe970a-2591-4ffa-89cd-33a65f6f83c5,Tiffany,Little,reyestina@example.org,546-260-2416x13944,"64248 Cassandra Falls Suite 406, North Kimberly, TN 17509",Josephmouth,Connecticut,29510,Czech Republic,2014-12-26,1967-08-19,Silver
ba68f429-49af-4000-9c83-cfae10501d65,Jennifer,Wilcox,vwalters@example.net,(478)805-5557x2773,"917 Miller Summit, Kevinmouth, NV 88909",Johnsonshire,Hawaii,82324,Guinea,2020-06-14,1972-11-23,Silver
f92dedcd-c05a-4d94-85fe-16dec3d31e5c,Justin,Manning,nicholasmedina@example.com,+1-811-763-3194x226,"455 Elizabeth Spur Suite 888, Perezfurt, NM 99699",Mitchellmouth,Hawaii,23782,Iran,2017-09-08,1979-09-12,None
a7fc1bad-76ca-4cbe-834f-b3a955849e58,Gerald,Solomon,acarpenter@example.com,(730)593-2998x19960,"150 Arnold Way Apt. 275, East Thomas, VT 26687",Davidland,Alaska,27633,Morocco,2019-06-01,1963-01-07,Platinum
3dec163c-fd5d-4a42-b193-41779a6e868d,Laura,Kaufman,laramary@example.org,371.800.6876,"USS Baldwin, FPO AP 85316",South Timothyton,Maine,52719,Switzerland,2023-01-10,1993-05-23,Silver
ed696cb3-b774-461d-a641-01fa5d0607cc,William,Banks,gcobb@example.org,391-725-6523x734,"7345 Norris Isle, Lyonsshire, KY 78413",Port Donaldhaven,Maine,03901,Cyprus,2023-08-10,1981-06-28,Silver
f1dde1f6-4e81-42da-8a8d-4853b6bbcd58,Jennifer,Bradley,thomas74@example.org,001-222-694-6430x3942,"9252 Mills Lane Suite 287, South Penny, AL 88154",West Jeffreyborough,Iowa,20173,Fiji,2020-11-21,1991-01-27,Platinum
5b43ae1a-326a-4dea-a666-2e731e9d8b00,Victor,Hudson,larsenmegan@example.net,635.306.1581,"Unit 0798 Box 3342, DPO AP 85803",East Hannah,New Jersey,23757,Armenia,2024-08-06,1964-03-20,Gold
30a4c4b0-be3c-4c84-9763-50f54708b42e,Jessica,Lowery,alexandrabrown@example.org,399.577.1805,"73189 Carmen Hills Apt. 961, Watersborough, OR 83722",Gayview,Wisconsin,53869,Netherlands Antilles,2017-07-06,1985-05-29,Platinum
83a2a06f-7bb8-473c-81dd-f3ea5421b62c,Justin,Brewer,michelle35@example.com,+1-488-347-1270x58772,"75823 Kathryn Forest Suite 845, Garciaport, RI 28064",West Eric,Wyoming,52436,Solomon Islands,2016-07-09,1957-12-18,Gold
f4eabfa5-535f-48d2-a839-d888a99f8c03,Zachary,Wells,rchan@example.org,874-852-4555x746,"65274 Lori Flats Apt. 445, West Ronaldfurt, MD 73648",Port Jason,North Carolina,58186,Togo,2017-07-17,1953-02-13,None
7acc7c3b-b90c-4447-9352-db342911268f,Shelly,Watkins,harringtonpeter@example.net,934.699.6010x5485,"156 Morgan Radial, Audreyside, CO 57944",West Ashley,Wisconsin,87099,Eritrea,2020-05-15,1996-03-16,None
c5a8646c-23f5-4ea6-8598-1489b087ab0e,Kayla,Harrell,susan57@example.net,625.673.7553,"16667 Marie Circle, Allenchester, AZ 66589",Kristyfort,Maine,75843,Grenada,2021-02-23,1991-05-27,Silver
8eec22a4-f966-49c2-9796-b7b190b7f26f,Kimberly,Schmidt,berrytaylor@example.net,416.747.7251,"69409 Smith Fork Suite 624, New Emily, MD 70279",Valdezborough,Wyoming,75793,Uzbekistan,2018-05-08,1999-11-11,Silver
30584d20-2711-4b60-93ac-d71bde03a536,Kendra,Harris,craigferguson@example.org,001-528-551-5533x34264,"71607 Omar Mission, Rossborough, WI 50374",North Tanyahaven,Pennsylvania,95465,Maldives,2016-01-08,1992-09-07,Silver
bd9ab6d9-7d36-45b9-b0d1-701b1ecfcd89,Cassidy,Brady,robert31@example.net,(774)781-7006x661,"USS Hamilton, FPO AP 39913",Lake Christopher,Tennessee,51577,Turkey,2019-07-08,2003-12-24,Gold
e5b77f49-a5b9-4c1a-bac8-f92f4653cbd3,Marcus,Taylor,gregorysmith@example.net,(827)400-9345,"225 Kristin Burgs, Harrisfurt, SC 49414",Christytown,Alaska,43962,Antarctica (the territory South of 60 deg S),2023-09-10,1950-10-15,Silver
685c0862-e9e0-4d8d-a4f3-84efdf3d3d65,Brandon,Bennett,ericsmith@example.org,461-217-7687,"2585 Tim Summit Apt. 238, Port Sheri, IN 86904",Lake Codyfurt,Maine,81112,Bosnia and Herzegovina,2017-04-20,1963-05-06,Platinum
5420d149-4d15-4c62-a8cc-6e3bbae3438e,Jennifer,Murray,kathleen25@example.com,(429)806-0320x203,"5396 Haney Motorway Suite 871, Dianahaven, MA 44705",West Matthew,New York,72446,Korea,2021-06-08,1987-07-20,Gold
434b033d-84e1-469e-8365-9e5157a5e3b2,Bryan,Diaz,oconnelldavid@example.org,411.884.2547x681,"30358 Anna Pines, Port Amandaside, IN 91424",West Erik,Utah,22211,North Macedonia,2021-02-23,1984-08-28,None
b75168f6-c048-4d0b-ae3f-0127d7de7f4d,Edwin,Dunlap,rgarrison@example.org,(646)586-7752x4014,"PSC 9910, Box 6227, APO AE 32281",Hartmanchester,Montana,78019,Congo,2017-04-16,1969-02-16,Gold
46b636ea-f2f4-4240-b69e-963d39ef20ea,Donald,Morales,jamiethomas@example.com,001-950-418-4819x73741,"0641 Simmons Extension Suite 438, North Whitneystad, IA 87652",Copelandchester,Nebraska,07926,Northern Mariana Islands,2015-11-09,1993-06-17,Silver
469f2152-bb81-4c56-b95b-7efed7a29c6c,Rebecca,Bowman,robert45@example.org,6173397396,"Unit 7899 Box 6986, DPO AE 79362",New Maryville,Oregon,12941,British Indian Ocean Territory (Chagos Archipelago),2024-06-21,1962-08-23,Platinum
e75ec164-b595-4807-ac30-211d9482e11e,Cassandra,Ochoa,reedkristin@example.com,001-280-766-0392,"74555 Joshua Tunnel Apt. 574, East Angela, VI 72233",Joystad,Wyoming,23052,Tanzania,2019-10-20,1953-12-16,Platinum
bd676ba0-89c9-40f3-9dcc-91b05a0fdf61,Linda,Church,maria11@example.net,(459)472-6347x5575,"94884 Raymond Square, East Clarencefurt, PR 35021",Lake Matthew,Minnesota,52504,Burkina Faso,2024-01-07,1954-10-25,Silver
e05ff96e-d087-4c98-bc7d-0017f4c1540b,Paige,Carter,nguyenjeffrey@example.org,582.940.7333,"04309 Massey Mall, South Jacob, NC 76640",Burtonfurt,West Virginia,34775,Romania,2022-10-09,1969-11-30,Platinum
5ec74b9e-6e6a-43ec-8378-7e6bcd3ddee3,Michael,Schaefer,lukekelly@example.net,(753)389-2187,"583 Adams Villages, South Christinefort, OR 57672",East Andrewmouth,Oklahoma,85734,Azerbaijan,2023-10-06,1976-06-12,Gold
ae9802fa-1053-4dba-a5db-78d1b4d0aaea,Michael,Blevins,ashley09@example.com,(726)237-4845x39862,"Unit 0591 Box 1918, DPO AA 96233",Lake James,Rhode Island,24007,Syrian Arab Republic,2016-08-13,1986-06-21,Gold
54f0327b-1e97-4ef7-ba89-eda37eb6af51,Christopher,Shah,yballard@example.net,625.821.4526x4712,"157 Alexandria Brooks Apt. 805, East Aaronhaven, AL 01111",Paultown,Oregon,74342,Holy See (Vatican City State),2023-05-26,2004-03-26,Silver
7f8a1fca-9ef1-4e4f-a2f0-77e330405cc4,Hunter,Robinson,collin29@example.com,001-227-328-2709,"1529 Rachel Parks Apt. 929, Sharonside, MP 51467",Raymondside,California,44848,Egypt,2018-06-17,1962-09-10,Platinum
cb471eca-3037-4fff-bda2-fb48d14d4890,Richard,Howard,qcochran@example.net,001-691-781-5899x88683,"6666 Tracy Overpass, West Annafurt, ME 65724",Kelliton,North Dakota,05957,Comoros,2024-04-09,1966-08-14,None
923f128e-e678-42ae-bf73-302696646ca5,Amy,Davidson,fergusonbrandon@example.com,(335)980-6882x8503,"USNS Joseph, FPO AE 94090",South Jamie,South Dakota,80850,American Samoa,2015-04-04,1970-12-06,Gold
ec9fba0a-1dc7-4eab-b07b-d4ede67b6ad3,Kelly,Strong,tracey63@example.com,(802)229-3946x9434,"4374 Courtney Locks Apt. 723, Lake Dannyburgh, MH 64534",East Amandaburgh,West Virginia,34120,Zimbabwe,2021-08-12,2002-10-12,Gold
4954105b-8948-4754-88e9-18f965f0bb99,Justin,Hudson,juarezralph@example.org,387-332-8077,"11369 Kim Divide Suite 908, Port Jason, MD 06236",East Matthewview,Idaho,46391,Kyrgyz Republic,2016-10-22,1986-03-01,Gold
f262e145-2731-460c-a149-ee42642d03af,Kelly,Brown,courtneyrogers@example.net,707.213.9848x228,"8809 Jennifer Islands, Benjaminville, TX 31127",South Adamton,Missouri,74812,British Indian Ocean Territory (Chagos Archipelago),2023-05-17,1993-01-03,Gold
12ecaf24-8bab-4c1b-904a-a13409028dd7,Andrew,Holloway,ppineda@example.com,796-573-7945x7727,"4250 Trujillo Divide, South Robertside, PR 30252",Martinezstad,Indiana,53689,Italy,2023-08-22,1975-07-08,None
6370fda9-f3ce-4aaf-b1a2-f6c173cab4e3,Steven,Morgan,handerson@example.org,833.793.9578,"2718 Evans Village, Williamsborough, MA 72812",Lake Patrick,North Dakota,57095,Cocos (Keeling) Islands,2024-03-27,1950-03-09,Silver
aac016bd-9140-495d-a2ce-f95934da1f50,Gerald,Terrell,danielleandrews@example.org,(265)373-2759,"00515 Harris Drive, West Mary, MN 82189",Brandymouth,New Mexico,44884,Romania,2016-07-22,1966-05-23,Gold
e69bf25c-28e9-472b-8fd7-dcedcd65e328,Nicole,Martin,patelchristine@example.org,+1-287-443-1271,"7209 Galvan Prairie Apt. 707, Nicoleland, FM 48993",East Dennisport,Utah,52093,United States Virgin Islands,2016-04-19,2006-05-23,Platinum
32773b28-ab3d-48ac-b5dd-b7d2ca7cd927,Suzanne,Flores,gomeztonya@example.com,6992625438,"34476 Williams Summit, Hopkinsmouth, OH 04613",Port Tiffany,South Carolina,01900,Saint Pierre and Miquelon,2020-07-16,1966-05-12,None
6148ca39-7859-4906-a78f-980a331bc38a,Paul,Dominguez,heidi55@example.net,(765)325-4837x44171,"31251 Ashley Freeway, Port Charlestown, WA 45214",East Brandimouth,South Dakota,43872,Solomon Islands,2021-06-15,1984-05-01,Gold
3313d402-2382-4280-b443-04e90e60ec16,Samantha,House,christopherbean@example.org,(933)601-6583x73792,"2801 Terri Greens, New Barbara, ID 92247",Lake Kathleenborough,Idaho,42628,Saudi Arabia,2024-09-21,1958-03-23,Platinum
4bf5cf0e-97a1-42a2-9606-be66a2a2d1a6,Carolyn,Hunter,jeffery45@example.net,980.744.2101,"PSC 0961, Box 7015, APO AP 47880",New Josemouth,New Hampshire,47439,Samoa,2022-11-30,1970-04-16,Gold
503fe053-7d34-45ec-836f-00084cdcffaf,Amy,Mcgee,brendawilliams@example.com,(777)856-7772x26602,"Unit 2650 Box 6229, DPO AE 28942",North Peterberg,Louisiana,44713,Congo,2015-01-08,1971-07-22,Silver
da9398e6-f487-4599-946c-57764db3a044,Andrea,Perez,flawson@example.com,(927)505-1157x94238,"2549 Carr Rapid, New Julian, VA 49437",West Annette,New Mexico,08774,Andorra,2019-04-11,1972-12-27,None
b0333c0d-5381-4235-b1cf-c83f359ee84a,Jesus,Wiggins,cynthia74@example.net,995-232-5939x93379,"2951 Ford Stream, Carlfurt, WI 25821",Jenniferstad,Wyoming,08237,Lebanon,2017-04-08,1985-07-09,Silver
9ee31563-d328-40c7-9b2d-e07e53c45254,Timothy,Thomas,sue75@example.net,+1-633-599-1403,"044 Douglas Burg Apt. 615, Parsonsberg, NV 82537",Petersmouth,Wisconsin,41669,Botswana,2024-03-04,1975-04-01,None
740da9d6-9b46-4e04-b4cf-dcd732a1c14d,Justin,Willis,stephanie10@example.com,+1-775-825-6806,"459 Nicole Centers, South Caleb, CA 18839",North Alexandra,Virginia,31304,Bermuda,2022-05-08,2005-03-13,Gold
57f46801-69a2-4466-94c6-d16d569186b9,Karen,Vasquez,warrendarlene@example.com,001-228-213-7214x330,"0033 Stephanie Dam, Marcusfurt, AK 67380",Travischester,Oklahoma,09408,Armenia,2016-10-21,1950-11-22,Gold
01d4bcf6-7dd0-474b-952e-653e3ac0e784,Michael,Miller,william26@example.org,(880)494-4858,"3546 Debra Mission Apt. 798, Harrisville, AZ 51285",Lake Sarahborough,Illinois,75239,Saint Pierre and Miquelon,2022-04-11,1997-02-10,None
97dfc472-e2fb-42a1-b6df-253cac98c942,Lisa,Ward,hollandjerry@example.com,980.840.3253,"9277 Norton Shores Apt. 191, Port Anthonyton, PR 01970",Sarahport,New Hampshire,50494,Saint Lucia,2020-06-26,1958-01-20,Platinum
a551524c-371e-4782-9e38-82740db4a7fa,James,Henderson,charles60@example.com,001-301-542-4731x07201,"0971 Jason Locks Suite 007, Rivaschester, HI 02240",Lake Bryanview,Virginia,37406,Saint Helena,2019-08-06,1995-04-26,Platinum
f6939800-459f-4497-abd6-8d74063fec11,Monica,Young,ppatrick@example.org,001-768-973-0451,"5882 Moss Key, Thompsonfurt, MN 61775",Katrinaberg,Utah,99022,Tuvalu,2019-10-01,1980-04-03,Gold
16214bd0-6e84-424b-b61d-6b9c5c3e82e9,Carrie,Dyer,sandy77@example.net,+1-320-858-2958x29236,"190 Michael Shores, Lake Jeremy, VT 44396",Wilsonstad,Oklahoma,52269,Mali,2021-05-16,1971-08-03,Gold
68729600-bff4-4e06-99e3-f0f693b78bab,Gwendolyn,Travis,daniellechavez@example.net,001-330-581-7214x36438,"1321 Jon Crest, Duffyfurt, AL 91965",Matthewstad,Indiana,40318,Japan,2020-12-30,2002-02-19,Silver
0ab84fe2-97e4-4173-9d63-bda6a29dc073,Erin,Rowland,bflores@example.com,001-276-981-6995x706,"4811 Jennifer Stravenue, South Noahmouth, IA 79617",Johnsonport,Oklahoma,92780,Timor-Leste,2019-04-26,1984-05-25,Gold
20ddc8b1-af0f-434e-82a2-9fcc184ee3db,Brittney,Leonard,wallssean@example.net,(374)996-8049,"2049 Simmons Spur Apt. 137, Wrightfurt, WI 98088",Port Nicholas,Maryland,24444,Czech Republic,2018-03-16,1988-06-02,None
b6bd6dbe-3a8e-46fd-be4c-410bd87534bf,Sean,Haynes,garciadonald@example.net,+1-890-977-5608x581,"611 Jose Shores Suite 768, East David, GA 11822",Lake James,Texas,72055,Holy See (Vatican City State),2020-05-18,1976-07-09,Platinum
2f7d987d-a800-4519-8a3d-51ccf88aa20e,Brandi,Wilson,halldylan@example.org,001-660-450-8018x4980,"3377 Lewis Extensions, Transide, PR 09796",Lake David,North Carolina,19559,Tokelau,2022-05-30,1976-07-05,Platinum
90efb126-1295-43a4-bcc3-bcc7fd67eb3e,Fred,Sims,xfranco@example.org,560-460-5603x567,"239 Crawford Club Suite 906, New Christopherberg, WI 84570",West Joshuaview,New Jersey,85719,Sri Lanka,2024-09-02,1968-08-10,Silver
53bc0611-9af4-4b8a-8908-d3f9d6195c4f,Samantha,Wyatt,ydixon@example.net,001-989-799-2751,"4449 Lawrence Islands, New James, ME 25646",Zacharychester,Louisiana,35092,Netherlands Antilles,2019-01-16,1987-01-12,Platinum
c971d849-e3fb-4c48-9cf1-16dcc4b03ad1,Donald,Carrillo,james58@example.net,737-598-2143x39527,"785 Jonathan Cliffs Suite 168, Smithborough, AS 33899",Gibsonside,Pennsylvania,36819,Malawi,2020-06-23,1960-05-10,Platinum
a0cbfeca-6d7e-49bc-bb48-ac140d0de136,Tina,Larson,ukim@example.org,(621)450-0141,"09001 Davila Stravenue Suite 463, East Christine, OK 99031",Sarahstad,Kansas,20385,Angola,2020-05-04,1967-03-05,None
f765f8a0-ce43-47c4-abfd-dbf938498d35,Mandy,Harris,bestchristopher@example.net,+1-447-511-3633x792,"46996 Lewis Courts, South Jennifermouth, FL 97384",Jeffersonfurt,Alaska,71445,Serbia,2017-07-09,1999-12-13,Platinum
e0099d7a-ca22-4c56-afc8-503c7dd43e50,Alexandria,Morris,yromero@example.com,+1-735-821-9626x335,"69709 Debbie Circles Suite 069, Michaeltown, NM 57686",Blankenshipland,Nevada,33914,Guernsey,2017-02-01,1970-01-24,Silver
28791fa4-7a80-4dd0-8286-2014ff41e2a0,Gary,Nash,meghanwerner@example.com,3316219804,"64236 Jackson Cliff Apt. 190, West Amy, NE 22511",North Lindsey,Illinois,79489,Rwanda,2015-07-29,1993-08-17,Silver
2dc149dd-c87c-4935-9139-e6d844e01371,Amanda,Maxwell,jennifer28@example.org,205.824.8088,"2239 Berry Harbors, Sanchezburgh, VT 14902",East Danielle,Wisconsin,06041,Bangladesh,2024-08-19,1956-09-07,Platinum
cc80a698-8765-48fe-b5f5-332849861a4a,Tracy,Webster,doneal@example.net,359.796.4862x87203,"666 Brooks Island, Gonzaleztown, IL 57587",South Michelle,Wisconsin,98703,Burundi,2021-04-18,1966-04-26,Gold
e6876705-0431-49ef-a46e-c70f3e97037d,Jeremy,Gonzales,tross@example.com,(737)926-0321x450,"PSC 6194, Box 5887, APO AE 63344",West Markport,North Carolina,22251,Algeria,2024-09-22,1957-04-08,Platinum
